mask_type,split_num,method,method_name,variable,location,rmse,mae,r2,missing_count
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,o2,Gigantes Polygon,1.3604313111873054,1.02560165445665,-0.1275322586702592,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,o2,Roxas Polygon,1.139661177972099,0.9277688522588505,0.5443294704072628,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,po4,Gigantes Polygon,7.248880493608999e-05,5.9568588468131865e-05,0.6113636210927982,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,po4,Roxas Polygon,4.347390934235717e-05,2.6710077423565328e-05,-0.10769143512681456,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,so,Gigantes Polygon,0.4664611623956069,0.3925035246340867,0.40794695522580726,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,so,Roxas Polygon,0.20353308425979838,0.14081776848288008,0.679564433907482,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,thetao,Gigantes Polygon,0.49542674224993516,0.4026601851887108,-0.3998298094108965,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,thetao,Roxas Polygon,0.5094199981537902,0.40889266848072914,-0.13949985047087443,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,uo,Gigantes Polygon,0.08797893448691634,0.07542446525869785,0.06751830621408439,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,uo,Roxas Polygon,0.054474248864607,0.04485319120870838,-0.08725858307747036,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,vo,Gigantes Polygon,0.04904881805671933,0.038373914158360625,0.13710828309209244,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,vo,Roxas Polygon,0.015487773157479932,0.012548286959037645,-0.09239670051869275,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_daily,Gigantes Polygon,0.01178119351074441,0.009926485785546474,0.05857531920508474,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_daily,Roxas Polygon,0.008060412830359779,0.006179671066833942,0.9466641284725226,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_raw,Gigantes Polygon,0.023117519160920582,0.019779964694532286,-1.6638921939179143,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_raw,Roxas Polygon,0.14948270752329026,0.14243861360807714,-18.447499971739795,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,precip_mm_day,Gigantes Polygon,9.580552067058102,5.929026894168779,-0.194796334208726,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,precip_mm_day,Roxas Polygon,11.227458056286032,7.008672574533131,-0.3070373448409893,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_speed_ms,Gigantes Polygon,1.5002887421476365,1.1315651232553385,-0.0828651510120082,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_speed_ms,Roxas Polygon,0.8546004591920197,0.6151192687894781,-0.18137567217154826,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_u_ms,Gigantes Polygon,2.2134097096959344,1.8086392556306707,-0.09015657615205619,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_u_ms,Roxas Polygon,1.0633249667520375,0.8820356011573219,-0.16357845519197767,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_v_ms,Gigantes Polygon,1.899413494472737,1.4408852225567332,-0.1548326048496611,90
rolling_origin,2,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_v_ms,Roxas Polygon,1.1151431400384246,0.8153402897055592,-0.1845880070957846,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,CHL,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,CHL,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,mlotst,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,mlotst,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,no3,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,no3,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,o2,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,o2,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,po4,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,po4,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,so,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,so,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,thetao,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,thetao,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,uo,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,uo,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,vo,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,vo,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,NDVI_daily,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,NDVI_daily,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,NDVI_raw,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,NDVI_raw,Roxas Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,precip_mm_day,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,precip_mm_day,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,wind_speed_ms,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,wind_speed_ms,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,wind_u_ms,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,wind_u_ms,Roxas Polygon,,,,0
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,wind_v_ms,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_regression,Cross-Location Linear Regression,wind_v_ms,Roxas Polygon,,,,0
rolling_origin,3,cross_location_knn,Cross-Location KNN,CHL,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,CHL,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,mlotst,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,mlotst,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,no3,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,no3,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,o2,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,o2,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,po4,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,po4,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,so,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,so,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,thetao,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,thetao,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,uo,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,uo,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,vo,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,vo,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,NDVI_daily,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,NDVI_daily,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,NDVI_raw,Gigantes Polygon,,,,0
rolling_origin,3,cross_location_knn,Cross-Location KNN,NDVI_raw,Roxas Polygon,,,,0
rolling_origin,3,cross_location_knn,Cross-Location KNN,precip_mm_day,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,precip_mm_day,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,wind_speed_ms,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,wind_speed_ms,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,wind_u_ms,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,wind_u_ms,Roxas Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,wind_v_ms,Gigantes Polygon,,,,90
rolling_origin,3,cross_location_knn,Cross-Location KNN,wind_v_ms,Roxas Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,CHL,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,CHL,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,mlotst,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,mlotst,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,no3,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,no3,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,o2,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,o2,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,po4,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,po4,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,so,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,so,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,thetao,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,thetao,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,uo,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,uo,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,vo,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,vo,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,NDVI_daily,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,NDVI_daily,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,NDVI_raw,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,NDVI_raw,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,precip_mm_day,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,precip_mm_day,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,wind_speed_ms,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,wind_speed_ms,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,wind_u_ms,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,wind_u_ms,Roxas Polygon,,,,0
rolling_origin,3,distance_weighted,Distance-Weighted Average,wind_v_ms,Gigantes Polygon,,,,90
rolling_origin,3,distance_weighted,Distance-Weighted Average,wind_v_ms,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,CHL,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,CHL,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,mlotst,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,mlotst,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,no3,Gigantes Polygon,0.0004498470369716577,0.00039352069999999987,0.20313772195264124,90
rolling_origin,3,advection,Advection-Based,no3,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,o2,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,o2,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,po4,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,po4,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,so,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,so,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,thetao,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,thetao,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,uo,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,uo,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,vo,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,vo,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,NDVI_daily,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,NDVI_daily,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,NDVI_raw,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,NDVI_raw,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,precip_mm_day,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,precip_mm_day,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,wind_speed_ms,Gigantes Polygon,,,,0
rolling_origin,3,advection,Advection-Based,wind_speed_ms,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,wind_u_ms,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,wind_u_ms,Roxas Polygon,,,,0
rolling_origin,3,advection,Advection-Based,wind_v_ms,Gigantes Polygon,,,,90
rolling_origin,3,advection,Advection-Based,wind_v_ms,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,CHL,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,CHL,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,mlotst,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,mlotst,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,no3,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,no3,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,o2,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,o2,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,po4,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,po4,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,so,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,so,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,thetao,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,thetao,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,uo,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,uo,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,vo,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,vo,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,NDVI_daily,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,NDVI_daily,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,NDVI_raw,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,NDVI_raw,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,precip_mm_day,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,precip_mm_day,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,wind_speed_ms,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,wind_speed_ms,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,wind_u_ms,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,wind_u_ms,Roxas Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,wind_v_ms,Gigantes Polygon,,,,0
rolling_origin,3,eof_pca,EOF/PCA Spatial Modes,wind_v_ms,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,CHL,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,CHL,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,mlotst,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,mlotst,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,no3,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,no3,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,o2,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,o2,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,po4,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,po4,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,so,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,so,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,thetao,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,thetao,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,uo,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,uo,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,vo,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,vo,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,NDVI_daily,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,NDVI_daily,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,NDVI_raw,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,NDVI_raw,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,precip_mm_day,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,precip_mm_day,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,wind_speed_ms,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,wind_speed_ms,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,wind_u_ms,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,wind_u_ms,Roxas Polygon,,,,0
rolling_origin,3,kriging,Spatial Kriging,wind_v_ms,Gigantes Polygon,,,,90
rolling_origin,3,kriging,Spatial Kriging,wind_v_ms,Roxas Polygon,,,,0
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,CHL,Gigantes Polygon,0.259773980865894,0.1793449315873016,-0.19680854230468658,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,CHL,Roxas Polygon,1.0335227157555027,0.6952042046373627,-0.08268110498756487,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,mlotst,Gigantes Polygon,1.0841122842909936,0.8929738658251783,0.3195850098205738,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,mlotst,Roxas Polygon,0.0,0.0,1.0,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,no3,Gigantes Polygon,0.015167428691568955,0.01279544536971917,0.6503649041248192,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,no3,Roxas Polygon,0.032521654516764496,0.028051838172503046,0.5776195496514771,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,o2,Gigantes Polygon,1.2590159086397121,0.9241429572649543,0.6256367575568114,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,o2,Roxas Polygon,1.3349770831530126,1.0617795103785121,0.0018073795489789157,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,po4,Gigantes Polygon,0.0021527993822992434,0.001779757622511111,-0.8199423721843722,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,po4,Roxas Polygon,0.00013783929249262464,0.0001196037248338217,-1.003252715118161,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,so,Gigantes Polygon,0.3391220077561849,0.28914266176378545,0.5149596990056404,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,so,Roxas Polygon,0.2859603074120073,0.24023022932501675,-0.07666533732917058,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,thetao,Gigantes Polygon,0.3236389725083884,0.2615878051412964,0.7873726642149543,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,thetao,Roxas Polygon,0.3394713717555114,0.25509503138261824,0.863611009522243,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,uo,Gigantes Polygon,0.09116634531772536,0.06387926469260188,0.0661128525809308,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,uo,Roxas Polygon,0.07404848948829153,0.05706745140500117,-0.06429015056021026,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,vo,Gigantes Polygon,0.06690383373091074,0.05638695199165365,-1.6424597606534586,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,vo,Roxas Polygon,0.026727310686296784,0.019551968140588967,-0.2968529821572048,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_daily,Gigantes Polygon,0.09825824157870867,0.05639200331725853,-0.12027272118245214,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_daily,Roxas Polygon,0.029775208240064525,0.024465183067651206,0.5310536637786898,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_raw,Gigantes Polygon,0.10138202498708747,0.046887860373389025,-0.07987609777594384,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_raw,Roxas Polygon,0.07521233610264033,0.07156212495273713,-0.4040036417780568,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,precip_mm_day,Gigantes Polygon,11.121315648226043,9.217184395047314,-0.9936560123379263,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,precip_mm_day,Roxas Polygon,11.400723764678993,9.106196376776449,-0.2914595109857183,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_speed_ms,Gigantes Polygon,1.5030682016858237,1.1933566979878538,0.3459150750086065,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_speed_ms,Roxas Polygon,0.8365255684923567,0.6663201039871917,0.35782947565277157,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_u_ms,Gigantes Polygon,2.8689621261873373,2.1679271598410157,0.012696009854456847,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_u_ms,Roxas Polygon,1.5999773761492508,1.1745589325155352,-0.04718707309353798,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_v_ms,Gigantes Polygon,2.8435466840976784,2.185887982857037,-0.4825938611401399,90
rolling_origin,3,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_v_ms,Roxas Polygon,1.5149035389912693,1.2016598772579519,-0.38859895914120046,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,CHL,Gigantes Polygon,0.5111115719719986,0.4523038085555556,-3.63302675968273,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,CHL,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,mlotst,Gigantes Polygon,8.057811468042278,7.971689377849301,-36.588893836700514,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,mlotst,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,no3,Gigantes Polygon,0.027985293408477253,0.01952326519114774,-0.19028462967538595,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,no3,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,o2,Gigantes Polygon,137.99109914282522,137.97970027777777,-4496.103806299043,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,o2,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,po4,Gigantes Polygon,0.0013250767872488077,0.0009074664896312578,0.31050263905799114,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,po4,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,so,Gigantes Polygon,23.48603800125633,23.482454378390685,-2325.405380715916,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,so,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,thetao,Gigantes Polygon,20.475797469136463,20.468236329965293,-850.0971191792001,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,thetao,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,uo,Gigantes Polygon,0.09270874968549203,0.07830534175058804,0.03424546482859214,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,uo,Roxas Polygon,,,,0
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,vo,Gigantes Polygon,0.07624819353492858,0.06921487271192141,-2.432143924669829,90
rolling_origin,3,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,vo,Roxas Polygon,,,,0
