mask_type,split_num,method,method_name,variable,location,rmse,mae,r2,missing_count
cross_variable,0,cross_location_knn,Cross-Location KNN,o2,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,po4,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,po4,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,so,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,so,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,thetao,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,thetao,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,uo,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,uo,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,vo,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,vo,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,NDVI_daily,Gigantes Polygon,,,,76
cross_variable,0,cross_location_knn,Cross-Location KNN,NDVI_daily,Roxas Polygon,,,,76
cross_variable,0,cross_location_knn,Cross-Location KNN,NDVI_raw,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,NDVI_raw,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,cross_location_knn,Cross-Location KNN,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,CHL,Gigantes Polygon,,,,76
cross_variable,0,distance_weighted,Distance-Weighted Average,CHL,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,mlotst,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,mlotst,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,no3,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,no3,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,o2,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,o2,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,po4,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,po4,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,so,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,so,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,thetao,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,thetao,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,uo,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,uo,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,vo,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,vo,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,NDVI_daily,Gigantes Polygon,,,,76
cross_variable,0,distance_weighted,Distance-Weighted Average,NDVI_daily,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,NDVI_raw,Gigantes Polygon,,,,76
cross_variable,0,distance_weighted,Distance-Weighted Average,NDVI_raw,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,distance_weighted,Distance-Weighted Average,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,CHL,Gigantes Polygon,,,,76
cross_variable,0,advection,Advection-Based,CHL,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,mlotst,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,mlotst,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,no3,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,no3,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,o2,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,o2,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,po4,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,po4,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,so,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,so,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,thetao,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,thetao,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,uo,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,uo,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,vo,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,vo,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,NDVI_daily,Gigantes Polygon,,,,76
cross_variable,0,advection,Advection-Based,NDVI_daily,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,NDVI_raw,Gigantes Polygon,,,,76
cross_variable,0,advection,Advection-Based,NDVI_raw,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,advection,Advection-Based,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,advection,Advection-Based,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,CHL,Gigantes Polygon,0.43454213838359446,0.3153292094487504,-4.766872057199835,76
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,CHL,Roxas Polygon,2.0098232474914464,1.5660197129943296,-8.593639078200193,76
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,mlotst,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,mlotst,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,no3,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,no3,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,o2,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,o2,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,po4,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,po4,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,so,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,so,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,thetao,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,thetao,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,uo,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,uo,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,vo,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,vo,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,NDVI_daily,Gigantes Polygon,0.054863959013941754,0.03726039461356612,0.09446312170670756,76
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,NDVI_daily,Roxas Polygon,0.09183379268176906,0.07561899128154805,-23.091919405405005,76
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,NDVI_raw,Gigantes Polygon,0.08950092590471408,0.05914629387456045,0.029992160404163748,76
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,NDVI_raw,Roxas Polygon,0.09495743878349597,0.09293340017324962,-18.254207081394494,76
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,eof_pca,EOF/PCA Spatial Modes,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,CHL,Gigantes Polygon,,,,76
cross_variable,0,kriging,Spatial Kriging,CHL,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,mlotst,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,mlotst,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,no3,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,no3,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,o2,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,o2,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,po4,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,po4,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,so,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,so,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,thetao,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,thetao,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,uo,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,uo,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,vo,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,vo,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,NDVI_daily,Gigantes Polygon,,,,76
cross_variable,0,kriging,Spatial Kriging,NDVI_daily,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,NDVI_raw,Gigantes Polygon,,,,76
cross_variable,0,kriging,Spatial Kriging,NDVI_raw,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,kriging,Spatial Kriging,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,CHL,Gigantes Polygon,0.21026173052086103,0.1739787341171477,-0.3501965404997114,76
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,CHL,Roxas Polygon,1.028378265773792,0.8655054630786945,-1.5117327256132138,76
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,mlotst,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,mlotst,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,no3,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,no3,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,o2,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,o2,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,po4,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,po4,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,so,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,so,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,thetao,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,thetao,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,uo,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,uo,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,vo,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,vo,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_daily,Gigantes Polygon,0.015691756641275742,0.010300196949647029,0.9259244331594321,76
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_daily,Roxas Polygon,0.006196683597042341,0.0029367937913188057,0.8903054620155613,76
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_raw,Gigantes Polygon,0.11505928809036457,0.07436801445008304,-0.6031108482386933,76
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,NDVI_raw,Roxas Polygon,0.06888336652648958,0.0660016251906972,-9.132028024266187,76
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_sequential,Hybrid: Sequential Temporal->Spatial,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,CHL,Gigantes Polygon,0.4636091749688874,0.42506498902631584,-5.564181281303273,76
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,CHL,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,mlotst,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,mlotst,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,no3,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,no3,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,o2,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,o2,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,po4,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,po4,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,so,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,so,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,thetao,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,thetao,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,uo,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,uo,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,vo,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,vo,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,NDVI_daily,Gigantes Polygon,0.06552428540275113,0.049049890531773825,-0.2916249980258463,76
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,NDVI_daily,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,NDVI_raw,Gigantes Polygon,0.12905648436806974,0.08966649121851851,-1.0168790203319493,76
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,NDVI_raw,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_ensemble,Hybrid: Temporal-Spatial Ensemble,wind_v_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,CHL,Gigantes Polygon,0.43454213838359446,0.3153292094487504,-4.766872057199835,76
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,CHL,Roxas Polygon,2.0098232474914464,1.5660197129943296,-8.593639078200193,76
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,mlotst,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,mlotst,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,no3,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,no3,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,o2,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,o2,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,po4,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,po4,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,so,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,so,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,thetao,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,thetao,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,uo,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,uo,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,vo,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,vo,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_daily,Gigantes Polygon,0.054863959013941754,0.03726039461356612,0.09446312170670756,76
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_daily,Roxas Polygon,0.09183379268176906,0.07561899128154805,-23.091919405405005,76
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_raw,Gigantes Polygon,0.08950092590471408,0.05914629387456045,0.029992160404163748,76
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,NDVI_raw,Roxas Polygon,0.09495743878349597,0.09293340017324962,-18.254207081394494,76
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,precip_mm_day,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,precip_mm_day,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_speed_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_speed_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_u_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_u_ms,Roxas Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_v_ms,Gigantes Polygon,,,,0
cross_variable,0,hybrid_adaptive,Hybrid: Gap-Type Adaptive,wind_v_ms,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,CHL,Gigantes Polygon,0.3094067878974264,0.22937689490446744,0.037891545687577355,153
random_10,0,cross_location_regression,Cross-Location Linear Regression,CHL,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,mlotst,Gigantes Polygon,2.4109988168990135,1.9501750608279578,-0.006101301070380316,132
random_10,0,cross_location_regression,Cross-Location Linear Regression,mlotst,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,no3,Gigantes Polygon,0.03203300795811707,0.022031764749829076,0.6032098082031105,142
random_10,0,cross_location_regression,Cross-Location Linear Regression,no3,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,o2,Gigantes Polygon,1.5886300359619128,1.2372707254333222,0.7883044747334527,156
random_10,0,cross_location_regression,Cross-Location Linear Regression,o2,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,po4,Gigantes Polygon,0.004473137023436431,0.0030841867548022503,0.9773276317784143,155
random_10,0,cross_location_regression,Cross-Location Linear Regression,po4,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,so,Gigantes Polygon,0.6221516866750746,0.4642226477128933,0.5659124456016568,148
random_10,0,cross_location_regression,Cross-Location Linear Regression,so,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,thetao,Gigantes Polygon,0.28271253961013754,0.23031183215714549,0.9107934815373302,146
random_10,0,cross_location_regression,Cross-Location Linear Regression,thetao,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,uo,Gigantes Polygon,0.04018990950067026,0.0305137949937316,0.8657711992255986,160
random_10,0,cross_location_regression,Cross-Location Linear Regression,uo,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,vo,Gigantes Polygon,0.05144668418502531,0.04148795795437326,0.13633448290295802,144
random_10,0,cross_location_regression,Cross-Location Linear Regression,vo,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,NDVI_daily,Gigantes Polygon,0.08410966794684588,0.05633297259077799,0.272933239214987,138
random_10,0,cross_location_regression,Cross-Location Linear Regression,NDVI_daily,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,NDVI_raw,Gigantes Polygon,,,,9
random_10,0,cross_location_regression,Cross-Location Linear Regression,NDVI_raw,Roxas Polygon,,,,3
random_10,0,cross_location_regression,Cross-Location Linear Regression,precip_mm_day,Gigantes Polygon,6.541627778353058,4.2201350236904,0.5325666022610946,141
random_10,0,cross_location_regression,Cross-Location Linear Regression,precip_mm_day,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,wind_speed_ms,Gigantes Polygon,0.45884134016050493,0.35457009856085786,0.9508277551174342,166
random_10,0,cross_location_regression,Cross-Location Linear Regression,wind_speed_ms,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,wind_u_ms,Gigantes Polygon,0.4756884701901843,0.38996223582250095,0.9773180279294752,150
random_10,0,cross_location_regression,Cross-Location Linear Regression,wind_u_ms,Roxas Polygon,,,,0
random_10,0,cross_location_regression,Cross-Location Linear Regression,wind_v_ms,Gigantes Polygon,0.31474612801964047,0.2183957570433458,0.9874198999736775,149
random_10,0,cross_location_regression,Cross-Location Linear Regression,wind_v_ms,Roxas Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,CHL,Gigantes Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,CHL,Roxas Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,mlotst,Gigantes Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,mlotst,Roxas Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,no3,Gigantes Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,no3,Roxas Polygon,,,,0
random_10,0,cross_location_knn,Cross-Location KNN,o2,Gigantes Polygon,,,,0
