Location_Name,Date,CHL,mlotst,no3,o2,po4,so,thetao,uo,vo
Gigantes Polygon,2019-02-05,0.8881313,13.04666342586279,0.007072573,206.65352,0.11070682,34.40656755119562,26.360026851296425,-0.14160588383674622,0.09369182400405407
Gigantes Polygon,2019-02-06,0.77259296,14.191107586026192,0.0069627166,206.44318,0.10796107,34.40427866298705,26.36588640511036,-0.15381328761577606,0.11719107627868652
Gigantes Polygon,2019-02-07,0.7958545,12.741478316485882,0.007330597,206.2262,0.104587466,34.3867305200547,26.383831288665533,-0.14252143912017345,0.11780144646763802
Gigantes Polygon,2019-02-08,0.6878949,12.436293207108974,0.007054505,205.9813,0.101610385,34.389782370999455,26.43510238453746,-0.15717032365500927,0.11352885514497757
Gigantes Polygon,2019-02-09,0.6203033,12.970367148518562,0.006486197,205.65295,0.09877814,34.401989774778485,26.425214387476444,-0.16785180196166039,0.1110873743891716
Gigantes Polygon,2019-02-10,0.71687675,13.199255980551243,0.00618853,205.26244,0.09592754,34.40885643940419,26.47209081798792,-0.18127994611859322,0.12909329496324062
Gigantes Polygon,2019-02-11,0.70217544,15.030366636812687,0.0056331456,204.87433,0.09318809,34.44242679979652,26.36552018299699,-0.1858577225357294,0.13580736704170704
Gigantes Polygon,2019-02-12,0.8721469,14.95407035946846,0.0057122232,204.61798,0.09102284,34.44776753894985,26.323770862072706,-0.16571550630033016,0.13977477326989174
Gigantes Polygon,2019-02-13,0.8696893,13.73332992196083,0.00594377,204.47844,0.08977498,34.41648606676608,26.38712728768587,-0.15289773233234882,0.11658070608973503
Gigantes Polygon,2019-02-14,0.80892605,15.564440578222275,0.0054930323,204.34271,0.089761965,34.44318976253271,26.31644641980529,-0.179143650457263,0.12268440797924995
Gigantes Polygon,2019-02-15,1.3130423,15.564440578222275,0.0057346784,204.23164,0.09128639,34.44547865074128,26.30143131315708,-0.16418958082795143,0.12665181420743465
Gigantes Polygon,2019-02-16,1.5492901,12.741478316485882,0.0062837983,204.19395,0.09354486,34.41724902950227,26.46000548824668,-0.14465773478150368,0.10986663401126862
Gigantes Polygon,2019-02-17,1.444255,13.962218753993511,0.0059539825,204.1604,0.09646092,34.42869347054511,26.43510238453746,-0.15564439818263054,0.12512588873505592
Gigantes Polygon,2019-02-18,1.0277622,13.885922476649284,0.0058414657,204.07869,0.10020879,34.44318976253271,26.43546860665083,-0.15839106403291225,0.14435254968702793
Gigantes Polygon,2019-02-19,0.9976959,14.877774082124233,0.005609283,203.9686,0.10398427,34.462263830937445,26.43913082778454,-0.17578661441802979,0.13702810741961002
Gigantes Polygon,2019-02-20,1.2405488,15.793329410254955,0.005688843,203.89966,0.10716335,34.49201937764883,26.39518417418003,-0.158696249127388,0.11932737194001675
Gigantes Polygon,2019-02-21,1.1032311,14.419996418058872,0.006206436,203.88197,0.10909693,34.49583419132978,26.37394329160452,-0.12390514835715294,0.08941923268139362
Gigantes Polygon,2019-02-22,0.76112264,13.351848535239697,0.006293649,203.85068,0.11071053,34.49583419132978,26.43546860665083,-0.14130069874227047,0.07721182890236378
Gigantes Polygon,2019-02-23,0.800004,13.580737367272377,0.006249569,203.76578,0.112898216,34.50575270690024,26.450483713299036,-0.14923551119863987,0.08789330720901489
Gigantes Polygon,2019-02-24,0.7650797,13.50444108992815,0.0063077137,203.65596,0.11545341,34.508804557845,26.43180638551712,-0.13580736704170704,0.10193182155489922
Gigantes Polygon,2019-02-25,0.68876624,13.428144812583923,0.006259951,203.58374,0.11775583,34.51338233426213,26.410199280828238,-0.13000885024666786,0.10864589363336563
Gigantes Polygon,2019-02-26,0.62644017,16.479995906352997,0.00570984,203.58797,0.120213926,34.55458232201636,26.244300663471222,-0.14160588383674622,0.09308145381510258
Gigantes Polygon,2019-02-27,0.6619032,16.17481079697609,0.005761335,203.69095,0.12311181,34.59730823524296,26.159337133169174,-0.14984588138759136,0.1110873743891716
Gigantes Polygon,2019-02-28,0.7040085,12.05481182038784,0.0066616437,203.78523,0.12544103,34.5728934276849,26.39518417418003,-0.12512588873505592,0.09338663890957832
Gigantes Polygon,2019-03-01,0.68332386,14.114811308681965,0.006124861,203.84106,0.12718315,34.60036008618772,26.34977263212204,-0.15289773233234882,0.0991851557046175
Gigantes Polygon,2019-03-02,0.6777894,12.970367148518562,0.006488369,203.89713,0.12892511,34.607989713549614,26.42741172015667,-0.14099551364779472,0.10956144891679287
Gigantes Polygon,2019-03-03,0.5951643,11.291849046945572,0.0070506576,203.88535,0.13053118,34.59196749608964,26.635059658437967,-0.1434369944036007,0.09552293457090855
Gigantes Polygon,2019-03-04,0.5065084,11.59703415632248,0.0065106545,203.77454,0.13289113,34.607989713549614,26.68486586585641,-0.16968291252851486,0.12207403779029846
Gigantes Polygon,2019-03-05,0.4703683,12.207404375076294,0.005948819,203.58685,0.13628218,34.64918970130384,26.691824086010456,-0.17181920818984509,0.12848292477428913
Gigantes Polygon,2019-03-06,0.48085037,11.749626711010933,0.006263244,203.37737,0.1394619,34.643848962150514,26.90240180119872,-0.15991698950529099,0.11993774212896824
Gigantes Polygon,2019-03-07,0.6242922,12.970367148518562,0.00551474,203.17802,0.14218518,34.665974881500006,26.793267611414194,-0.16418958082795143,0.11658070608973503
Gigantes Polygon,2019-03-08,0.54005265,12.512589484453201,0.0057135406,202.99696,0.14448504,34.66444895602763,26.846003595739603,-0.15320291742682457,0.12482070364058018
Gigantes Polygon,2019-03-09,0.55973494,11.82592298835516,0.006110653,202.86505,0.14575455,34.655293403193355,26.950010675936937,-0.1501510664820671,0.14435254968702793
Gigantes Polygon,2019-03-10,0.5636568,11.59703415632248,0.006792111,202.77681,0.14613926,34.630878595635295,27.04889064654708,-0.12878810986876488,0.13306070119142532
Gigantes Polygon,2019-03-11,0.48486674,10.986663937568665,0.007762115,202.71777,0.14622368,34.59959712345153,27.2122257091105,-0.11841181665658951,0.09613330475986004
Gigantes Polygon,2019-03-12,0.543493,11.749626711010933,0.005849495,202.63571,0.14630535,34.63927118573338,27.112613294273615,-0.1461836602538824,0.10437330231070518
Gigantes Polygon,2019-03-13,0.6119004,12.894070871174335,0.004819358,202.42917,0.14636524,34.68276006169617,26.952574230730534,-0.16418958082795143,0.11169774457812309
Gigantes Polygon,2019-03-14,0.58932394,12.512589484453201,0.005374461,202.2414,0.14553317,34.67207858338952,27.00494399294257,-0.14831995591521263,0.12573625892400742
Gigantes Polygon,2019-03-15,0.56928796,12.512589484453201,0.0053970045,202.12898,0.14405715,34.67055265791714,27.02838220819831,-0.14435254968702793,0.11017181910574436
Gigantes Polygon,2019-03-16,0.59457374,13.657033644616604,0.0046693613,201.95029,0.14249742,34.689626726321876,26.958433784544468,-0.16968291252851486,0.1071199681609869
Gigantes Polygon,2019-03-17,0.4617286,13.428144812583923,0.0046347803,201.75696,0.14103979,34.690389689058065,26.94708089902997,-0.1739555038511753,0.10376293212175369
Gigantes Polygon,2019-03-18,0.4167713,13.809626199305058,0.0045351572,201.65182,0.13997182,34.68733783811331,26.923642683774233,-0.18005920574069023,0.11261329986155033
Gigantes Polygon,2019-03-19,0.4167626,16.022218242287636,0.004759526,201.64917,0.13975722,34.68123413622379,26.82366404682398,-0.17090365290641785,0.12573625892400742
Gigantes Polygon,2019-03-20,0.72629493,13.199255980551243,0.005135755,201.78386,0.13999838,34.67665635980666,27.001281771808863,-0.18036439083516598,0.13702810741961002
Gigantes Polygon,2019-03-21,0.7655938,12.207404375076294,0.00560775,201.95522,0.14017482,34.66444895602763,27.07745597139001,-0.1620532851666212,0.14709921553730965
Gigantes Polygon,2019-03-22,0.8270492,11.749626711010933,0.0059978785,202.08571,0.14028509,34.64995266404003,27.197576824575663,-0.15198217704892159,0.14099551364779472
Gigantes Polygon,2019-03-23,0.8323221,12.741478316485882,0.004986863,202.12364,0.14057262,34.656056365929544,27.156926169991493,-0.1745658740401268,0.1150547806173563
Gigantes Polygon,2019-03-24,0.73229784,14.496292695403099,0.004488,202.09558,0.14048761,34.677419322542846,27.022156432271004,-0.1785332802683115,0.12207403779029846
Gigantes Polygon,2019-03-25,0.74928254,14.343700140714645,0.004600368,202.14288,0.13926986,34.67207858338952,27.0247199870646,-0.1501510664820671,0.12237922288477421
Gigantes Polygon,2019-03-26,0.60545033,14.038515031337738,0.0045314296,202.11293,0.13766927,34.66444895602763,27.06610308587551,-0.18494216725230217,0.09674367494881153
Gigantes Polygon,2019-03-27,0.6098812,13.809626199305058,0.0049297474,202.07887,0.13596636,34.643085999414325,27.067567974328995,-0.18402661196887493,0.14007995836436749
Gigantes Polygon,2019-03-28,0.82837415,11.902219265699387,0.0057413857,202.13974,0.13412872,34.617145266383886,27.3191625662148,-0.16632587648928165,0.12482070364058018
Gigantes Polygon,2019-03-29,0.5066359,13.27555225789547,0.005368838,202.22891,0.13250022,34.620197117328644,27.21662037447095,-0.14770958572626114,0.138248847797513
Gigantes Polygon,2019-03-30,0.53522974,13.351848535239697,0.0051081013,202.28897,0.13113226,34.59883416071534,27.22943814843893,-0.1422162540256977,0.14130069874227047
Gigantes Polygon,2019-03-31,0.66700673,13.351848535239697,0.0046764114,202.26506,0.12989521,34.59273045882583,27.215155486017466,-0.15839106403291225,0.12543107382953167
Gigantes Polygon,2019-04-01,0.7223049,14.72518152743578,0.0044818674,202.1704,0.12850592,34.607226750813425,27.149601727724075,-0.15839106403291225,0.10803552344441414
Gigantes Polygon,2019-04-02,0.476361,13.657033644616604,0.0046535507,202.0626,0.12664993,34.60036008618772,27.218817707151175,-0.18219550140202045,0.12573625892400742
Gigantes Polygon,2019-04-03,0.664124,12.817774593830109,0.0050887456,202.03291,0.12433104,34.571367502212524,27.27411724627018,-0.16174810007214546,0.14252143912017345
Gigantes Polygon,2019-04-04,0.6450411,12.741478316485882,0.0053229732,202.06943,0.122097515,34.55687121022493,27.31550034508109,-0.15747550874948502,0.14526810497045517
Gigantes Polygon,2019-04-05,0.59421426,10.83407138288021,0.0058445632,202.02571,0.120118976,34.50346381869167,27.46272163465619,-0.16052735969424248,0.14130069874227047
Gigantes Polygon,2019-04-06,0.51288146,10.910367660224438,0.0060246815,201.89862,0.11826745,34.46455271914601,27.56929226964712,-0.1705984678119421,0.138248847797513
Gigantes Polygon,2019-04-07,0.5831026,11.368145324289799,0.005604382,201.7195,0.11641903,34.498886042274535,27.649494912475348,-0.16846217215061188,0.12512588873505592
Gigantes Polygon,2019-04-08,0.58128834,12.359996929764748,0.0047697155,201.394,0.11429598,34.50804159510881,27.444044306874275,-0.18066957592964172,0.11474959552288055
Gigantes Polygon,2019-04-09,0.41595104,11.59703415632248,0.0051418515,201.08815,0.111463025,34.49049345217645,27.64583269134164,-0.1870784629136324,0.15839106403291225
Gigantes Polygon,2019-04-10,0.5208066,10.910367660224438,0.00558749,200.99977,0.1080702,34.45310827810317,27.741782885044813,-0.17212439328432083,0.16144291497766972
Gigantes Polygon,2019-04-11,0.6433768,10.681478828191757,0.006126366,200.96007,0.104717076,34.427930507808924,27.963713485747576,-0.16388439573347569,0.16083254478871822
Gigantes Polygon,2019-04-12,0.6729055,10.681478828191757,0.005995445,200.8629,0.101610124,34.424878656864166,28.13364054635167,-0.17151402309536934,0.15503402799367905
Gigantes Polygon,2019-04-13,0.65352356,10.986663937568665,0.0052524116,200.7477,0.09827527,34.45539716631174,28.09262366965413,-0.16144291497766972,0.17181920818984509
Gigantes Polygon,2019-04-14,0.7236374,10.83407138288021,0.0055527324,200.66003,0.094945624,34.45692309178412,28.17795342206955,-0.15625476837158203,0.13916440308094025
Gigantes Polygon,2019-04-15,0.55908424,10.910367660224438,0.005503472,200.63577,0.09198349,34.4653156818822,28.221900075674057,-0.1580858789384365,0.14099551364779472
Gigantes Polygon,2019-04-16,0.55711913,10.83407138288021,0.0052646473,200.58981,0.089140445,34.461500868201256,28.262550730258226,-0.15564439818263054,0.15655995346605778
Gigantes Polygon,2019-04-17,0.5092976,10.910367660224438,0.0052442234,200.61644,0.08660983,34.439374948851764,28.242042291909456,-0.1263466291129589,0.14923551119863987
Gigantes Polygon,2019-04-18,0.5638055,10.910367660224438,0.0054736417,200.53732,0.08444682,34.38138978090137,28.417462684214115,-0.13855403289198875,0.15686513856053352
Gigantes Polygon,2019-04-19,0.5545406,11.139256492257118,0.004727645,200.446,0.082629696,34.4653156818822,28.242042291909456,-0.16144291497766972,0.15045625157654285
Gigantes Polygon,2019-04-20,0.61119825,10.83407138288021,0.0049668057,200.33884,0.08109979,34.475234197452664,28.36582536622882,-0.15503402799367905,0.1428266242146492
Gigantes Polygon,2019-04-21,0.59000057,10.986663937568665,0.004769706,200.26698,0.07965762,34.462263830937445,28.406109798699617,-0.15594958327710629,0.15442365780472755
Gigantes Polygon,2019-04-22,0.7505276,11.139256492257118,0.0043715844,200.19519,0.078226626,34.48896752670407,28.26474806293845,-0.16541032120585442,0.14007995836436749
Gigantes Polygon,2019-04-23,0.48546696,11.139256492257118,0.004348226,200.14969,0.07680748,34.51948603615165,28.24314095824957,-0.17181920818984509,0.1467940304428339
Gigantes Polygon,2019-04-24,0.47340086,10.83407138288021,0.004631111,200.1395,0.07523391,34.521774924360216,28.33323159813881,-0.15655995346605778,0.14893032610416412
Gigantes Polygon,2019-04-25,0.5076573,10.83407138288021,0.0048477873,200.09323,0.07363266,34.51796011067927,28.359599590301514,-0.1593066193163395,0.1269569993019104
Gigantes Polygon,2019-04-26,0.48140225,11.139256492257118,0.00461477,199.95706,0.07230731,34.55229343380779,28.30027160793543,-0.17334513366222382,0.11658070608973503
Gigantes Polygon,2019-04-27,0.4871244,11.520737878978252,0.0046689725,199.7956,0.07132656,34.5873897196725,28.25925473123789,-0.16693624667823315,0.11200292967259884
Gigantes Polygon,2019-04-28,0.3390127,11.062960214912891,0.0051861387,199.70442,0.07051161,34.60341193713248,28.323343601077795,-0.158696249127388,0.10223700664937496
Gigantes Polygon,2019-04-29,0.36065444,11.444441601634026,0.005384437,199.66972,0.06969189,34.60951563902199,28.388164915144444,-0.15686513856053352,0.1150547806173563
Gigantes Polygon,2019-04-30,0.46992895,10.910367660224438,0.006140282,199.72806,0.06878364,34.60036008618772,28.457014672458172,-0.13672292232513428,0.11841181665658951
Gigantes Polygon,2019-05-01,0.37810507,10.60518255084753,0.0081057595,199.90855,0.06764521,34.51719714794308,28.71044037491083,-0.09887997061014175,0.12726218439638615
Gigantes Polygon,2019-05-02,0.41266003,10.60518255084753,0.008180022,200.09526,0.06646764,34.44853050168604,28.80858790129423,-0.09643848985433578,0.12451551854610443
Gigantes Polygon,2019-05-03,0.39490864,10.528886273503304,0.009199786,200.29083,0.06523118,34.37452311627567,28.991332735866308,-0.06164738908410072,0.12451551854610443
Gigantes Polygon,2019-05-04,0.42208073,10.528886273503304,0.011936047,200.43427,0.06389358,34.247108339332044,29.42091127485037,0.006103701889514923,0.055238502100110054
Gigantes Polygon,2019-05-05,0.33983907,10.528886273503304,0.0119650075,200.40353,0.06265111,34.12274541333318,29.690084528177977,0.005493331700563431,0.038453321903944016
Gigantes Polygon,2019-05-06,0.5148683,10.528886273503304,0.010094473,200.14496,0.061241128,34.04492321424186,29.889309357851744,0.04455702379345894,0.08148442022502422
Gigantes Polygon,2019-05-07,0.5738572,10.528886273503304,0.008249143,199.82437,0.059679996,33.96633805241436,29.758568063378334,0.07660145871341228,0.07049775682389736
Gigantes Polygon,2019-05-08,0.43542096,10.528886273503304,0.00881655,199.50977,0.05784341,33.932767692022026,29.606585886329412,0.051271095871925354,0.025940733030438423
Gigantes Polygon,2019-05-09,0.44888473,10.528886273503304,0.008121866,199.11275,0.055595085,33.84273808915168,29.628192991018295,0.054322946816682816,0.09857478551566601
Gigantes Polygon,2019-05-10,0.67586565,10.528886273503304,0.010964848,198.86989,0.05291986,33.80306402686983,29.713156521320343,0.03814813680946827,0.07477034814655781
Gigantes Polygon,2019-05-11,0.647085,10.528886273503304,0.013489649,198.90839,0.050054066,33.874019561335444,29.98159733042121,-0.020447401329874992,0.08239997550845146
Gigantes Polygon,2019-05-12,0.47422192,10.528886273503304,0.009660809,198.96687,0.047870886,33.99685656186193,29.95742667093873,-0.07049775682389736,0.12512588873505592
Gigantes Polygon,2019-05-13,0.45290175,10.528886273503304,0.007958483,198.82608,0.045775525,34.19217502232641,29.78566849976778,-0.1229895930737257,0.11810663156211376
Gigantes Polygon,2019-05-14,0.5471468,10.528886273503304,0.0062300963,198.64731,0.043884657,34.379863855428994,29.449110377579927,-0.13245033100247383,0.17181920818984509
Gigantes Polygon,2019-05-15,0.44692543,10.528886273503304,0.0072587165,198.47633,0.042300496,34.378337929956615,29.599261444061995,-0.10528885759413242,0.15167699195444584
Gigantes Polygon,2019-05-16,0.42857924,10.528886273503304,0.009175339,198.56761,0.040857762,34.29059721529484,29.81826226785779,-0.06866664625704288,0.13275551609694958
Gigantes Polygon,2019-05-17,0.36765847,10.528886273503304,0.009423464,198.495,0.03946706,34.126560227014124,30.10428173840046,0.0009155552834272385,0.09155552834272385
Gigantes Polygon,2019-05-18,0.38490334,10.528886273503304,0.0094706025,198.4492,0.037889276,34.08001950010657,30.05960264056921,0.013733329251408577,0.09796441532671452
Gigantes Polygon,2019-05-19,0.51104826,10.528886273503304,0.009499196,198.43127,0.036032103,34.06857505906373,30.13724172860384,0.02868739888072014,0.10254219174385071
Gigantes Polygon,2019-05-20,0.5090103,10.528886273503304,0.00794456,198.24559,0.03409948,34.08307135105133,30.00613421201706,0.04303109832108021,0.08239997550845146
Gigantes Polygon,2019-05-21,0.56007385,10.528886273503304,0.008284826,197.90594,0.031753577,34.15555281098932,30.085970632731915,0.05462813191115856,0.05706961266696453
Gigantes Polygon,2019-05-22,0.4083879,10.528886273503304,0.008627013,197.65811,0.029265326,34.0853602392599,29.90432446449995,0.039674062281847,0.04516739398241043
Gigantes Polygon,2019-05-23,0.4658977,10.528886273503304,0.009467538,197.58392,0.026679385,33.980834344401956,29.832544930279255,0.014038514345884323,0.08239997550845146
Gigantes Polygon,2019-05-24,0.45590317,10.528886273503304,0.009156594,197.68158,0.02430978,33.91140473540872,29.869167141616344,-0.06775109097361565,0.05218665115535259
Gigantes Polygon,2019-05-25,0.46591237,10.528886273503304,0.006162177,197.75604,0.022620354,33.97244175430387,29.450941488146782,-0.10467848740518093,0.14435254968702793
Gigantes Polygon,2019-05-26,0.42328015,10.528886273503304,0.008149127,197.83665,0.021266611,33.994567673653364,29.49488814175129,-0.0317392498254776,0.13245033100247383
Gigantes Polygon,2019-05-27,0.4100736,10.528886273503304,0.008252545,197.93016,0.020228561,34.028138034045696,29.61793877184391,-0.11230811476707458,0.12390514835715294
Gigantes Polygon,2019-05-28,0.4240308,10.528886273503304,0.006606455,197.57654,0.019536005,34.2287972336635,29.54469434916973,-0.1434369944036007,0.15686513856053352
Gigantes Polygon,2019-05-29,0.5380513,10.528886273503304,0.0056140767,196.96523,0.01904362,34.40504162572324,29.394909504801035,-0.15381328761577606,0.14313180930912495
Gigantes Polygon,2019-05-30,0.39943585,10.681478828191757,0.0051047564,196.27579,0.0187123,34.48438975028694,29.132694471627474,-0.18738364800810814,0.14496291987597942
Gigantes Polygon,2019-05-31,0.39031637,10.60518255084753,0.0053008646,195.62646,0.018346637,34.49507122859359,29.177373569458723,-0.1672414317727089,0.1580858789384365
Gigantes Polygon,2019-06-01,0.43123877,10.681478828191757,0.005229208,195.36339,0.017699022,34.47828604839742,29.161626018583775,-0.17303994856774807,0.15167699195444584
Gigantes Polygon,2019-06-02,0.37196687,10.83407138288021,0.0054461863,195.35846,0.016900096,34.437849023379385,29.04077272117138,-0.16235847026109695,0.13672292232513428
Gigantes Polygon,2019-06-03,0.31732354,10.83407138288021,0.0057762526,195.41974,0.016306737,34.4294564332813,29.037842944264412,-0.16174810007214546,0.12207403779029846
Gigantes Polygon,2019-06-04,0.4159554,10.83407138288021,0.0056381263,195.45773,0.016036572,34.45387124083936,29.00085451081395,-0.17090365290641785,0.14831995591521263
Gigantes Polygon,2019-06-05,0.3794296,11.215552769601345,0.0055753915,195.49863,0.016180368,34.39512311015278,28.81188390031457,-0.15686513856053352,0.12207403779029846
Gigantes Polygon,2019-06-06,0.39366317,12.28370065242052,0.005597788,195.55219,0.016385848,34.546952694654465,28.8983123190701,-0.16632587648928165,0.13275551609694958
Gigantes Polygon,2019-06-07,0.37199986,12.207404375076294,0.0058010523,195.68121,0.0164177,34.56144898664206,28.9675282984972,-0.15594958327710629,0.12176885269582272
Gigantes Polygon,2019-06-08,0.39893055,11.59703415632248,0.006522242,195.8561,0.016233329,34.54924158286303,29.132694471627474,-0.15717032365500927,0.13397625647485256
Gigantes Polygon,2019-06-09,0.37658584,10.60518255084753,0.007583049,196.0801,0.015736198,34.42335273139179,29.137821581214666,-0.06408886983990669,0.1580858789384365
Gigantes Polygon,2019-06-10,0.4425604,10.528886273503304,0.0071698073,196.01094,0.0145982625,34.34934534598142,29.202642895281315,0.03784295171499252,0.1553392130881548
Gigantes Polygon,2019-06-11,0.75762653,10.528886273503304,0.008671424,195.72308,0.012721636,34.331034240312874,29.33631396666169,0.032044434919953346,0.12237922288477421
Gigantes Polygon,2019-06-12,0.5111431,10.528886273503304,0.012381191,195.47354,0.010752214,34.27686388604343,29.774681836366653,0.003662221133708954,0.09399700909852982
Gigantes Polygon,2019-06-13,0.39124405,10.528886273503304,0.013868866,195.17175,0.0090399105,34.16470836382359,29.918607126921415,0.024414807558059692,0.06256294436752796
Gigantes Polygon,2019-06-14,0.38345838,10.528886273503304,0.010193889,194.83493,0.0073384764,34.199041686952114,29.66298409178853,0.05371257662773132,0.14526810497045517
Gigantes Polygon,2019-06-15,0.55645126,10.528886273503304,0.012147282,194.48445,0.0055093234,34.2646564822644,29.573992118239403,0.04821924492716789,0.11597033590078354
Gigantes Polygon,2019-06-16,0.5553293,10.528886273503304,0.012866387,194.36575,0.003894717,34.30890832096338,29.542863238602877,0.03723258152604103,0.11780144646763802
